SMILES
O=C(C(SC(NC4=CC(Cl)=NC(C)=N4)=N3)=C3N=C2)N2C1=C(Cl)C=CC=C1C
O=C(C(SC(NC4=NC=NC(Cl)=C4)=N3)=C3N=C2)N2C1=C(Cl)C=CC=C1C
O=C(C(SC(NC4=NN=C(Cl)C=C4)=N3)=C3N=C2)N2C1=C(Cl)C=CC=C1C
O=C(C(SC(NC4=NC=CC=C4)=N3)=C3N=C2)N2C1=C(Cl)C=CC=C1C
O=C(C(SC(NC4=NC=NC=C4)=N3)=C3N=C2)N2C1=C(Cl)C=CC=C1C
O=C(C(SC(NCCC)=N3)=C3N=C2)N2C1=C(Cl)C=CC=C1C
O=C(C(SC(NCC4=CC=CC=C4)=N3)=C3N=C2)N2C1=C(Cl)C=CC=C1C
O=C(C(SC(NC4=CC(C)=CC(Cl)=C4)=N3)=C3N=C2)N2C1=C(Cl)C=CC=C1C
O=C(C(SC(NC4=CC=CC(Cl)=C4)=N3)=C3N=C2)N2C1=C(Cl)C=CC=C1C
O=C(C(SC(NC4=CC(C)=CC=C4)=N3)=C3N=C2)N2C1=C(Cl)C=CC=C1C
O=C(C(SC(NC4=C(C)C=CC=C4)=N3)=C3N=C2)N2C1=C(Cl)C=CC=C1C
O=C(C(SC(NC4=CC=C(C)C=C4)=N3)=C3N=C2)N2C1=C(Cl)C=CC=C1C
O=C(C(SC(NC4=CC=CC=C4)=N3)=C3N=C2)N2C1=C(Cl)C=CC=C1C
O=C(C(SC(NC4=CC=C(Cl)C=C4)=N3)=C3N=C2)N2C1=C(Cl)C=CC=C1C
O=C(C(SC(NC4=CC=C(Br)C=C4)=N3)=C3N=C2)N2C1=C(Cl)C=CC=C1C
O=C(C(SC(NC4=CC=C(F)C=C4)=N3)=C3N=C2)N2C1=C(Cl)C=CC=C1C
O=C(C(SC(NC4=CC=CC=C4F)=N3)=C3N=C2)N2C1=C(Cl)C=CC=C1C
O=C(C(SC(NC4=CC=CC(F)=C4)=N3)=C3N=C2)N2C1=C(Cl)C=CC=C1C
O=C(C(SC(NC4=CC=C(CC)C=C4)=N3)=C3N=C2)N2C1=C(Cl)C=CC=C1C
O=C(C(SC(NC4=CC=C(OC)C=C4)=N3)=C3N=C2)N2C1=C(Cl)C=CC=C1C
O=C(C(SC(NC4=CC=C(OC(F)(F)F)C=C4)=N3)=C3N=C2)N2C1=C(Cl)C=CC=C1C
O=C(C(SC(NC4=CC(C)=C(C)C=C4)=N3)=C3N=C2)N2C1=C(Cl)C=CC=C1C
O=C(C(SC(NC4=CC(C)=CC(C)=C4)=N3)=C3N=C2)N2C1=C(Cl)C=CC=C1C
O=C(C(SC(NC4=CC(C)=C(C)C(C)=C4)=N3)=C3N=C2)N2C1=C(Cl)C=CC=C1C
O=C(C(SC(NC4=CC(F)=C(F)C=C4)=N3)=C3N=C2)N2C1=C(Cl)C=CC=C1C
O=C(C(SC(NC4=CC(F)=C(C)C=C4)=N3)=C3N=C2)N2C1=C(Cl)C=CC=C1C
ClC(C=CC=C3C)=C3N1C(C(SC(NC(C4=CC=C(C)C=C4)=O)=N2)=C2N=C1)=O
ClC(C=CC=C3C)=C3N1C(C(SC(NS(C4=CC=C(C)C=C4)(=O)=O)=N2)=C2N=C1)=O
ClC(C=CC=C4C)=C4N1C(C(SC(N(C)C3=CC=C(C)C=C3)=N2)=C2N=C1)=O
ClC(C=CC=C4C)=C4N1C(C(SC(NCC3=CC=C(C)C=C3)=N2)=C2N=C1)=O
ClC(C=CC=C4C)=C4N1C(C(SC(SC3=CC=C(C)C=C3)=N2)=C2N=C1)=O
ClC(C=CC=C3C)=C3N1C(C(SC(C4=CC=C(C)C=C4)=N2)=C2N=C1)=O
ClC(C=CC=C3C)=C3N1C(C(SC(SCC4=CC=CC=C4)=N2)=C2N=C1)=O
ClC(C=CC=C3C)=C3N1C(C(SC(SCC4=C(F)C=CC=C4)=N2)=C2N=C1)=O
ClC(C=CC=C3C)=C3N1C(C(SC(SCC4=CC(F)=CC=C4)=N2)=C2N=C1)=O
ClC(C=CC=C3C)=C3N1C(C(SC(SCC4=CC=C(F)C=C4)=N2)=C2N=C1)=O
ClC(C=CC=C3C)=C3N1C(C(SC(SCC4=CC=C(C)C=C4)=N2)=C2N=C1)=O
